file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
HE.LAUT.00.00 | 2025-06-23T12:58:02.972437Z - 2025-06-23T12:59:02.972437Z,,,,,,,,,,
HE.OUF.00.00 | 2025-05-19T21:32:30.328473Z - 2025-05-19T21:33:30.328473Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-07-14T05:54:21.446789Z - 2025-07-14T05:55:21.446789Z,,,,,,,,,,
FN.SGF.00.00 | 2025-04-10T09:08:06.355825Z - 2025-04-10T09:09:06.355825Z,,,,,,,,,,
HE.RMF.00.00 | 2025-09-20T15:30:11.010331Z - 2025-09-20T15:31:11.010331Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-07-31T03:27:42.391278Z - 2025-07-31T03:28:42.391278Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-04-06T00:12:50.779259Z - 2025-04-06T00:13:50.779259Z,,,,,,,,,,
HE.TOF.00.00 | 2025-07-11T21:41:16.536105Z - 2025-07-11T21:42:16.536105Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-05-22T20:56:27.116239Z - 2025-05-22T20:57:27.116239Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-21T10:11:12.536066Z - 2025-01-21T10:12:12.536066Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-09-10T08:21:21.840131Z - 2025-09-10T08:22:21.840131Z,,,,,,,,,,
HE.SUF.00.00 | 2025-10-22T16:33:13.083721Z - 2025-10-22T16:34:13.083721Z,,,,,,,,,,
HE.KU2.00.00 | 2025-06-04T12:57:44.273770Z - 2025-06-04T12:58:44.273770Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-12T08:40:23.369979Z - 2025-01-12T08:41:23.369979Z,,,,,,,,,,
HE.NIF.00.00 | 2025-10-15T11:03:12.433867Z - 2025-10-15T11:04:12.433867Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-09-10T02:44:45.297073Z - 2025-09-10T02:45:45.297073Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-17T08:22:03.595640Z - 2025-02-17T08:23:03.595640Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-03-06T06:21:58.356202Z - 2025-03-06T06:22:58.356202Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-03-06T16:54:01.141590Z - 2025-03-06T16:55:01.141590Z,,,,,,,,,,
HE.NUR.00.00 | 2025-05-11T13:38:33.683675Z - 2025-05-11T13:39:33.683675Z,,,,,,,,,,
FN.RNF.00.00 | 2025-04-26T09:01:47.274702Z - 2025-04-26T09:02:47.274702Z,,,,,,,,,,
HE.PVF.00.00 | 2025-08-10T05:22:59.406002Z - 2025-08-10T05:23:59.406002Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-11-10T18:19:40.896646Z - 2025-11-10T18:20:40.896646Z,,,,,,,,,,
HE.KU2.00.00 | 2025-10-14T19:05:50.349637Z - 2025-10-14T19:06:50.349637Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-12-03T13:20:38.929245Z - 2025-12-03T13:21:38.929245Z,,,,,,,,,,
FN.RNF.00.00 | 2025-05-07T14:21:28.067991Z - 2025-05-07T14:22:28.067991Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-07-13T11:35:45.447116Z - 2025-07-13T11:36:45.447116Z,,,,,,,,,,
HE.VRF.00.00 | 2025-03-11T19:46:16.675924Z - 2025-03-11T19:47:16.675924Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-19T06:03:59.593731Z - 2025-01-19T06:04:59.593731Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-10-05T16:36:56.344317Z - 2025-10-05T16:37:56.344317Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-11-30T22:19:41.617209Z - 2025-11-30T22:20:41.617209Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-14T08:33:53.493327Z - 2025-01-14T08:34:53.493327Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-11-17T22:30:55.919398Z - 2025-11-17T22:31:55.919398Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-04-07T16:45:56.183137Z - 2025-04-07T16:46:56.183137Z,,,,,,,,,,
HE.NUR.00.00 | 2025-01-27T01:11:50.639577Z - 2025-01-27T01:12:50.639577Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-05-08T13:42:31.503415Z - 2025-05-08T13:43:31.503415Z,,,,,,,,,,
UP.AAL.00.00 | 2025-11-29T00:48:13.645360Z - 2025-11-29T00:49:13.645360Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-07-06T07:37:33.040845Z - 2025-07-06T07:38:33.040845Z,,,,,,,,,,
HE.RAF.00.00 | 2025-06-21T09:09:26.464438Z - 2025-06-21T09:10:26.464438Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-11-09T14:20:14.100200Z - 2025-11-09T14:21:14.100200Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-25T23:10:53.260287Z - 2025-02-25T23:11:53.260287Z,,,,,,,,,,
HE.KU2.00.00 | 2025-03-13T05:34:39.308378Z - 2025-03-13T05:35:39.308378Z,,,,,,,,,,
FN.MSF.00.00 | 2025-07-22T10:43:12.633261Z - 2025-07-22T10:44:12.633261Z,,,,,,,,,,
HE.KY17.00.00 | 2025-09-25T21:43:17.294162Z - 2025-09-25T21:44:17.294162Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-05-23T10:14:15.578355Z - 2025-05-23T10:15:15.578355Z,,,,,,,,,,
HE.KEF.00.00 | 2025-03-08T00:56:43.398068Z - 2025-03-08T00:57:43.398068Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-29T08:06:44.957782Z - 2025-01-29T08:07:44.957782Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-05-14T08:32:50.899597Z - 2025-05-14T08:33:50.899597Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-02-04T06:23:59.270811Z - 2025-02-04T06:24:59.270811Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-08-08T19:27:10.225896Z - 2025-08-08T19:28:10.225896Z,,,,,,,,,,
HE.VAF.00.00 | 2025-09-03T05:04:08.932682Z - 2025-09-03T05:05:08.932682Z,,,,,,,,,,
HE.NIF.00.00 | 2025-08-20T18:41:32.488552Z - 2025-08-20T18:42:32.488552Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-03-12T08:27:50.958438Z - 2025-03-12T08:28:50.958438Z,,,,,,,,,,
HE.NUR.00.00 | 2025-07-27T09:39:06.045504Z - 2025-07-27T09:40:06.045504Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-02-12T09:26:48.931716Z - 2025-02-12T09:27:48.931716Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-06-04T17:03:52.196768Z - 2025-06-04T17:04:52.196768Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-07-05T09:01:50.362892Z - 2025-07-05T09:02:50.362892Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-12-09T16:16:23.337423Z - 2025-12-09T16:17:23.337423Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-09T14:47:47.379491Z - 2025-02-09T14:48:47.379491Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-08-17T11:31:46.239037Z - 2025-08-17T11:32:46.239037Z,,,,,,,,,,
HE.NIF.00.00 | 2025-04-01T17:40:48.332431Z - 2025-04-01T17:41:48.332431Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-09-02T04:34:52.724775Z - 2025-09-02T04:35:52.724775Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-06-28T01:36:03.420159Z - 2025-06-28T01:37:03.420159Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-01-25T20:25:40.006478Z - 2025-01-25T20:26:40.006478Z,,,,,,,,,,
HE.KU6.00.00 | 2025-11-14T00:38:37.698295Z - 2025-11-14T00:39:37.698295Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-24T00:02:16.636232Z - 2025-02-24T00:03:16.636232Z,,,,,,,,,,
HE.SUF.00.00 | 2025-08-02T17:09:16.648288Z - 2025-08-02T17:10:16.648288Z,,,,,,,,,,
HE.KPF.00.00 | 2025-03-30T00:36:20.836242Z - 2025-03-30T00:37:20.836242Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-09-01T07:46:37.999418Z - 2025-09-01T07:47:37.999418Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-12-24T01:48:01.380671Z - 2025-12-24T01:49:01.380671Z,,,,,,,,,,
HE.RUF.00.00 | 2025-04-22T12:46:50.445019Z - 2025-04-22T12:47:50.445019Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-05-10T14:16:35.315081Z - 2025-05-10T14:17:35.315081Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-11-12T00:53:33.972393Z - 2025-11-12T00:54:33.972393Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-22T05:47:47.051407Z - 2025-02-22T05:48:47.051407Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-05-08T20:18:49.149779Z - 2025-05-08T20:19:49.149779Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-07T03:17:41.248053Z - 2025-01-07T03:18:41.248053Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-07-01T13:09:56.380162Z - 2025-07-01T13:10:56.380162Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-10-06T19:27:53.776983Z - 2025-10-06T19:28:53.776983Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-08T04:24:11.081703Z - 2025-02-08T04:25:11.081703Z,,,,,,,,,,
HE.RMF.00.00 | 2025-09-01T08:23:44.393000Z - 2025-09-01T08:24:44.393000Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-04-20T00:55:11.567828Z - 2025-04-20T00:56:11.567828Z,,,,,,,,,,
FN.MSF.00.00 | 2025-06-30T15:56:09.323039Z - 2025-06-30T15:57:09.323039Z,,,,,,,,,,
HE.KY17.00.00 | 2025-10-09T07:46:46.364288Z - 2025-10-09T07:47:46.364288Z,,,,,,,,,,
HE.KAF.00.00 | 2025-06-25T13:35:02.085104Z - 2025-06-25T13:36:02.085104Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-04-07T10:25:24.624327Z - 2025-04-07T10:26:24.624327Z,,,,,,,,,,
HE.VAF.00.00 | 2025-09-21T02:01:35.508734Z - 2025-09-21T02:02:35.508734Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-11-24T07:04:55.994850Z - 2025-11-24T07:05:55.994850Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-03-04T02:29:13.827535Z - 2025-03-04T02:30:13.827535Z,,,,,,,,,,
HE.KU1.00.00 | 2025-04-19T11:21:51.753420Z - 2025-04-19T11:22:51.753420Z,,,,,,,,,,
HE.RUF.00.00 | 2025-02-27T03:38:20.349070Z - 2025-02-27T03:39:20.349070Z,,,,,,,,,,
HE.OUF.00.00 | 2025-04-12T21:26:48.647932Z - 2025-04-12T21:27:48.647932Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-06-18T22:12:17.143118Z - 2025-06-18T22:13:17.143118Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-22T07:32:58.606710Z - 2025-01-22T07:33:58.606710Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-09-19T10:49:07.288984Z - 2025-09-19T10:50:07.288984Z,,,,,,,,,,
HE.RAF.00.00 | 2025-12-26T18:22:11.610960Z - 2025-12-26T18:23:11.610960Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-12-16T07:52:22.178883Z - 2025-12-16T07:53:22.178883Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-06-25T19:42:00.600225Z - 2025-06-25T19:43:00.600225Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-03-06T19:34:21.191509Z - 2025-03-06T19:35:21.191509Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-10-16T04:14:34.072414Z - 2025-10-16T04:15:34.072414Z,,,,,,,,,,
HE.VAF.00.00 | 2025-07-21T08:35:09.889097Z - 2025-07-21T08:36:09.889097Z,,,,,,,,,,
HE.VRF.00.00 | 2025-12-12T12:14:49.160518Z - 2025-12-12T12:15:49.160518Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-08-11T04:41:41.230877Z - 2025-08-11T04:42:41.230877Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-09-25T08:08:10.736633Z - 2025-09-25T08:09:10.736633Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-10-08T03:52:55.503847Z - 2025-10-08T03:53:55.503847Z,,,,,,,,,,
FN.KLF.00.00 | 2025-03-03T16:48:54.176324Z - 2025-03-03T16:49:54.176324Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-09-27T06:12:57.153447Z - 2025-09-27T06:13:57.153447Z,,,,,,,,,,
FN.SGF.00.00 | 2025-12-04T03:24:21.066034Z - 2025-12-04T03:25:21.066034Z,,,,,,,,,,
HE.MEF.00.00 | 2025-10-03T05:27:01.405405Z - 2025-10-03T05:28:01.405405Z,,,,,,,,,,
HE.SUF.00.00 | 2025-07-06T08:10:00.483835Z - 2025-07-06T08:11:00.483835Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-06-14T18:10:32.681888Z - 2025-06-14T18:11:32.681888Z,,,,,,,,,,
HE.TVF.00.00 | 2025-11-06T19:03:35.474417Z - 2025-11-06T19:04:35.474417Z,,,,,,,,,,
HE.VJF.00.00 | 2025-03-17T03:35:42.258269Z - 2025-03-17T03:36:42.258269Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-04-01T01:08:36.431970Z - 2025-04-01T01:09:36.431970Z,,,,,,,,,,
HE.NUR.00.00 | 2025-12-26T06:28:51.700175Z - 2025-12-26T06:29:51.700175Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-08-05T14:42:36.831883Z - 2025-08-05T14:43:36.831883Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-21T06:36:57.430591Z - 2025-02-21T06:37:57.430591Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-12-25T20:51:32.976034Z - 2025-12-25T20:52:32.976034Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-05-06T21:04:29.796379Z - 2025-05-06T21:05:29.796379Z,,,,,,,,,,
HE.TOF.00.00 | 2025-03-19T14:29:39.607723Z - 2025-03-19T14:30:39.607723Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-03-17T14:37:32.951070Z - 2025-03-17T14:38:32.951070Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-10T01:21:29.675971Z - 2025-01-10T01:22:29.675971Z,,,,,,,,,,
FN.KLF.00.00 | 2025-03-29T14:07:16.543254Z - 2025-03-29T14:08:16.543254Z,,,,,,,,,,
HE.SUF.00.00 | 2025-09-10T18:55:12.915893Z - 2025-09-10T18:56:12.915893Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-12-08T04:12:24.786438Z - 2025-12-08T04:13:24.786438Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-05-08T02:05:07.937420Z - 2025-05-08T02:06:07.937420Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-06-16T05:33:09.705594Z - 2025-06-16T05:34:09.705594Z,,,,,,,,,,
HE.PVF.00.00 | 2025-04-08T12:08:24.199238Z - 2025-04-08T12:09:24.199238Z,,,,,,,,,,
HE.KPF.00.00 | 2025-12-08T09:07:22.995797Z - 2025-12-08T09:08:22.995797Z,,,,,,,,,,
HE.PVF.00.00 | 2025-08-26T09:44:24.526942Z - 2025-08-26T09:45:24.526942Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-03-26T15:26:40.411942Z - 2025-03-26T15:27:40.411942Z,,,,,,,,,,
HE.MEF.00.00 | 2025-04-21T16:00:29.336745Z - 2025-04-21T16:01:29.336745Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-01-08T23:28:41.226604Z - 2025-01-08T23:29:41.226604Z,,,,,,,,,,
HE.KU6.00.00 | 2025-06-26T19:42:11.736436Z - 2025-06-26T19:43:11.736436Z,,,,,,,,,,
HE.KY02.00.00 | 2025-08-19T03:05:50.347304Z - 2025-08-19T03:06:50.347304Z,,,,,,,,,,
FN.RANF.00.00 | 2025-10-29T10:55:12.389023Z - 2025-10-29T10:56:12.389023Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-13T08:14:00.569959Z - 2025-01-13T08:15:00.569959Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-03-22T20:43:35.658693Z - 2025-03-22T20:44:35.658693Z,,,,,,,,,,
FN.SGF.00.00 | 2025-12-15T02:04:08.682960Z - 2025-12-15T02:05:08.682960Z,,,,,,,,,,
HE.TVF.00.00 | 2025-02-02T12:30:52.333239Z - 2025-02-02T12:31:52.333239Z,,,,,,,,,,
HE.KEV.00.00 | 2025-03-15T20:09:46.532640Z - 2025-03-15T20:10:46.532640Z,,,,,,,,,,
HE.NUR.00.00 | 2025-05-16T23:27:41.843905Z - 2025-05-16T23:28:41.843905Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-05-07T17:13:01.598191Z - 2025-05-07T17:14:01.598191Z,,,,,,,,,,
HE.TVF.00.00 | 2025-04-30T07:10:36.471701Z - 2025-04-30T07:11:36.471701Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-10-11T19:10:02.467579Z - 2025-10-11T19:11:02.467579Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-12-26T13:30:23.907998Z - 2025-12-26T13:31:23.907998Z,,,,,,,,,,
FN.OUL.00.00 | 2025-11-12T17:03:26.085560Z - 2025-11-12T17:04:26.085560Z,,,,,,,,,,
HE.RUF.00.00 | 2025-12-25T00:57:54.996614Z - 2025-12-25T00:58:54.996614Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-04-08T09:38:17.930572Z - 2025-04-08T09:39:17.930572Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-04-26T03:36:19.961794Z - 2025-04-26T03:37:19.961794Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-09-19T04:14:01.498615Z - 2025-09-19T04:15:01.498615Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-08T03:03:02.986993Z - 2025-02-08T03:04:02.986993Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-07-26T05:19:48.829902Z - 2025-07-26T05:20:48.829902Z,,,,,,,,,,
HE.KU6.00.00 | 2025-08-25T07:14:38.941161Z - 2025-08-25T07:15:38.941161Z,,,,,,,,,,
FN.KLF.00.00 | 2025-07-22T06:15:30.051639Z - 2025-07-22T06:16:30.051639Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-06-21T04:34:02.748419Z - 2025-06-21T04:35:02.748419Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-12T02:22:37.896473Z - 2025-02-12T02:23:37.896473Z,,,,,,,,,,
FN.KLF.00.00 | 2025-11-19T09:12:44.735877Z - 2025-11-19T09:13:44.735877Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-03-28T12:58:16.320925Z - 2025-03-28T12:59:16.320925Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-04-01T08:15:12.744894Z - 2025-04-01T08:16:12.744894Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-03-14T21:19:28.461550Z - 2025-03-14T21:20:28.461550Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-11-15T23:51:48.988839Z - 2025-11-15T23:52:48.988839Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-11-27T09:42:32.005805Z - 2025-11-27T09:43:32.005805Z,,,,,,,,,,
HE.KEF.00.00 | 2025-02-27T07:30:33.738905Z - 2025-02-27T07:31:33.738905Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-07-01T03:44:54.764893Z - 2025-07-01T03:45:54.764893Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-20T01:59:31.859716Z - 2025-01-20T02:00:31.859716Z,,,,,,,,,,
HE.NIF.00.00 | 2025-03-21T17:26:09.093815Z - 2025-03-21T17:27:09.093815Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-10-28T05:13:19.721446Z - 2025-10-28T05:14:19.721446Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-29T20:05:38.458847Z - 2025-01-29T20:06:38.458847Z,,,,,,,,,,
HE.KEF.00.00 | 2025-11-15T19:57:07.346686Z - 2025-11-15T19:58:07.346686Z,,,,,,,,,,
HE.VJF.00.00 | 2025-10-25T10:56:12.231100Z - 2025-10-25T10:57:12.231100Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-05-27T15:29:06.695001Z - 2025-05-27T15:30:06.695001Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-12-06T13:39:02.981400Z - 2025-12-06T13:40:02.981400Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-01-06T18:47:58.525648Z - 2025-01-06T18:48:58.525648Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-08-28T12:07:57.610102Z - 2025-08-28T12:08:57.610102Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-04-27T04:46:01.060842Z - 2025-04-27T04:47:01.060842Z,,,,,,,,,,
HE.KPF.00.00 | 2025-12-16T21:58:50.511564Z - 2025-12-16T21:59:50.511564Z,,,,,,,,,,
HE.KU1.00.00 | 2025-03-25T12:14:27.888998Z - 2025-03-25T12:15:27.888998Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-14T01:36:18.179898Z - 2025-01-14T01:37:18.179898Z,,,,,,,,,,
FN.RNF.00.00 | 2025-03-25T13:47:20.613259Z - 2025-03-25T13:48:20.613259Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-09-18T19:35:03.335400Z - 2025-09-18T19:36:03.335400Z,,,,,,,,,,
HE.VAF.00.00 | 2025-12-21T13:45:36.195318Z - 2025-12-21T13:46:36.195318Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-08-27T06:20:29.252389Z - 2025-08-27T06:21:29.252389Z,,,,,,,,,,
HE.KY02.00.00 | 2025-06-18T00:07:04.082685Z - 2025-06-18T00:08:04.082685Z,,,,,,,,,,
HE.MEF.00.00 | 2025-02-12T05:20:58.790036Z - 2025-02-12T05:21:58.790036Z,,,,,,,,,,
HE.KIF.00.00 | 2025-11-01T05:34:14.848607Z - 2025-11-01T05:35:14.848607Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-06-25T13:03:14.459512Z - 2025-06-25T13:04:14.459512Z,,,,,,,,,,
HE.KU1.00.00 | 2025-07-26T16:59:53.505721Z - 2025-07-26T17:00:53.505721Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-05-30T10:51:20.858004Z - 2025-05-30T10:52:20.858004Z,,,,,,,,,,
HE.VAF.00.00 | 2025-07-28T00:50:07.988380Z - 2025-07-28T00:51:07.988380Z,,,,,,,,,,
FN.RNF.00.00 | 2025-03-31T01:06:35.772777Z - 2025-03-31T01:07:35.772777Z,,,,,,,,,,
FN.RNF.00.00 | 2025-07-17T06:15:16.128574Z - 2025-07-17T06:16:16.128574Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-09-27T21:07:52.472956Z - 2025-09-27T21:08:52.472956Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-10-03T12:25:16.504732Z - 2025-10-03T12:26:16.504732Z,,,,,,,,,,
FN.OUL.00.00 | 2025-01-29T20:32:00.257281Z - 2025-01-29T20:33:00.257281Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-08-30T05:19:32.341533Z - 2025-08-30T05:20:32.341533Z,,,,,,,,,,
HE.KEF.00.00 | 2025-05-21T12:35:27.440680Z - 2025-05-21T12:36:27.440680Z,,,,,,,,,,
UP.AAL.00.00 | 2025-04-29T13:06:49.092985Z - 2025-04-29T13:07:49.092985Z,,,,,,,,,,
HE.KORF.00.00 | 2025-04-13T21:42:13.991606Z - 2025-04-13T21:43:13.991606Z,,,,,,,,,,
FN.KLF.00.00 | 2025-10-28T11:21:19.607232Z - 2025-10-28T11:22:19.607232Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-12-26T01:19:48.527895Z - 2025-12-26T01:20:48.527895Z,,,,,,,,,,
HE.KAF.00.00 | 2025-10-31T19:10:02.624629Z - 2025-10-31T19:11:02.624629Z,,,,,,,,,,
HE.KY02.00.00 | 2025-07-13T03:02:25.532889Z - 2025-07-13T03:03:25.532889Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-10-08T06:31:05.121769Z - 2025-10-08T06:32:05.121769Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-11-10T03:54:50.551671Z - 2025-11-10T03:55:50.551671Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-02T08:11:08.706375Z - 2025-01-02T08:12:08.706375Z,,,,,,,,,,
HE.VRF.00.00 | 2025-03-22T23:54:14.200454Z - 2025-03-22T23:55:14.200454Z,,,,,,,,,,
UP.AAL.00.00 | 2025-09-30T12:00:56.248189Z - 2025-09-30T12:01:56.248189Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-10-15T07:16:30.866916Z - 2025-10-15T07:17:30.866916Z,,,,,,,,,,
HE.KY17.00.00 | 2025-10-10T03:19:01.261920Z - 2025-10-10T03:20:01.261920Z,,,,,,,,,,
UP.AAL.00.00 | 2025-05-18T16:19:11.355579Z - 2025-05-18T16:20:11.355579Z,,,,,,,,,,
HE.KU1.00.00 | 2025-10-02T06:38:48.012257Z - 2025-10-02T06:39:48.012257Z,,,,,,,,,,
HE.VRF.00.00 | 2025-06-06T10:21:57.698945Z - 2025-06-06T10:22:57.698945Z,,,,,,,,,,
HE.KY02.00.00 | 2025-08-04T15:05:51.498857Z - 2025-08-04T15:06:51.498857Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-09-09T14:08:54.613959Z - 2025-09-09T14:09:54.613959Z,,,,,,,,,,
HE.VJF.00.00 | 2025-11-10T23:07:46.187754Z - 2025-11-10T23:08:46.187754Z,,,,,,,,,,
HE.KU6.00.00 | 2025-07-22T03:48:32.590037Z - 2025-07-22T03:49:32.590037Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-12-12T06:13:40.010979Z - 2025-12-12T06:14:40.010979Z,,,,,,,,,,
FN.SGF.00.00 | 2025-08-20T19:27:07.513219Z - 2025-08-20T19:28:07.513219Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-06-04T15:48:42.074145Z - 2025-06-04T15:49:42.074145Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-04-18T03:52:21.980384Z - 2025-04-18T03:53:21.980384Z,,,,,,,,,,
HE.KY02.00.00 | 2025-08-21T23:26:12.515854Z - 2025-08-21T23:27:12.515854Z,,,,,,,,,,
HE.MEF.00.00 | 2025-11-05T00:16:45.125550Z - 2025-11-05T00:17:45.125550Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-07-22T21:04:53.281761Z - 2025-07-22T21:05:53.281761Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-06-22T01:19:48.906377Z - 2025-06-22T01:20:48.906377Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-04-03T21:16:13.989288Z - 2025-04-03T21:17:13.989288Z,,,,,,,,,,
HE.KU2.00.00 | 2025-11-07T20:32:25.148200Z - 2025-11-07T20:33:25.148200Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-06-06T22:15:54.497774Z - 2025-06-06T22:16:54.497774Z,,,,,,,,,,
HE.KU6.00.00 | 2025-08-01T19:48:53.612735Z - 2025-08-01T19:49:53.612735Z,,,,,,,,,,
HE.KEF.00.00 | 2025-06-07T15:07:01.881594Z - 2025-06-07T15:08:01.881594Z,,,,,,,,,,
HE.TOF.00.00 | 2025-05-26T19:49:30.258159Z - 2025-05-26T19:50:30.258159Z,,,,,,,,,,
