file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability
FN.RNF.00.00 | 2025-02-02T17:56:41.282979Z - 2025-02-02T17:57:41.282979Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-28T00:54:44.760815Z - 2025-01-28T00:55:44.760815Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-06T04:44:08.389351Z - 2025-01-06T04:45:08.389351Z,,,,,,,,,,
HE.JOF.00.00 | 2025-01-11T18:36:32.713332Z - 2025-01-11T18:37:32.713332Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-28T10:29:10.954352Z - 2025-01-28T10:30:10.954352Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-14T04:41:56.915951Z - 2025-01-14T04:42:56.915951Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-21T01:38:34.120248Z - 2025-01-21T01:39:34.120248Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-02-25T04:22:57.651391Z - 2025-02-25T04:23:57.651391Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-07T12:17:28.414761Z - 2025-02-07T12:18:28.414761Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-02-06T15:07:57.542829Z - 2025-02-06T15:08:57.542829Z,,,,,,,,,,
HE.KPF.00.00 | 2025-02-22T05:15:13.521448Z - 2025-02-22T05:16:13.521448Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-27T14:46:38.757257Z - 2025-01-27T14:47:38.757257Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-14T17:54:21.170174Z - 2025-01-14T17:55:21.170174Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-07T15:09:13.786171Z - 2025-01-07T15:10:13.786171Z,,,,,,,,,,
HE.VRF.00.00 | 2025-01-24T14:56:54.136905Z - 2025-01-24T14:57:54.136905Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-13T21:00:17.102060Z - 2025-02-13T21:01:17.102060Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-31T15:25:01.134096Z - 2025-01-31T15:26:01.134096Z,,,,,,,,,,
FN.RANF.00.00 | 2025-02-21T01:39:43.749694Z - 2025-02-21T01:40:43.749694Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-01-21T02:40:58.667012Z - 2025-01-21T02:41:58.667012Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-30T09:12:58.541330Z - 2025-01-30T09:13:58.541330Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-03T03:44:07.727405Z - 2025-01-03T03:45:07.727405Z,,,,,,,,,,
FN.KLF.00.00 | 2025-02-21T12:47:44.918234Z - 2025-02-21T12:48:44.918234Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-11T06:08:37.805244Z - 2025-01-11T06:09:37.805244Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-03T20:48:03.853144Z - 2025-01-03T20:49:03.853144Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-05T07:53:19.144145Z - 2025-02-05T07:54:19.144145Z,,,,,,,,,,
HE.NIF.00.00 | 2025-01-13T00:11:14.515655Z - 2025-01-13T00:12:14.515655Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-24T01:14:20.265502Z - 2025-02-24T01:15:20.265502Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-20T10:30:40.615758Z - 2025-01-20T10:31:40.615758Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-24T15:30:03.290802Z - 2025-01-24T15:31:03.290802Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-02-19T17:14:10.420333Z - 2025-02-19T17:15:10.420333Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-02-03T12:09:14.220507Z - 2025-02-03T12:10:14.220507Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-02-07T05:58:05.819920Z - 2025-02-07T05:59:05.819920Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-09T06:44:09.290843Z - 2025-01-09T06:45:09.290843Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-26T00:19:50.392656Z - 2025-01-26T00:20:50.392656Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-01-05T18:59:09.868684Z - 2025-01-05T19:00:09.868684Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-01-27T02:15:59.232103Z - 2025-01-27T02:16:59.232103Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-01-30T07:14:09.808883Z - 2025-01-30T07:15:09.808883Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-19T15:01:32.437152Z - 2025-01-19T15:02:32.437152Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-17T09:02:38.044070Z - 2025-01-17T09:03:38.044070Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-01-21T06:26:52.460630Z - 2025-01-21T06:27:52.460630Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-19T12:37:17.043957Z - 2025-02-19T12:38:17.043957Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-17T16:15:30.299288Z - 2025-01-17T16:16:30.299288Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-01-31T05:36:35.601757Z - 2025-01-31T05:37:35.601757Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-25T18:09:25.165209Z - 2025-01-25T18:10:25.165209Z,,,,,,,,,,
HE.KAF.00.00 | 2025-02-18T02:11:55.583317Z - 2025-02-18T02:12:55.583317Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-18T21:20:18.662235Z - 2025-02-18T21:21:18.662235Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-05T22:04:54.700383Z - 2025-02-05T22:05:54.700383Z,,,,,,,,,,
HE.MEF.00.00 | 2025-01-11T15:25:12.507346Z - 2025-01-11T15:26:12.507346Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-12T11:39:50.030319Z - 2025-02-12T11:40:50.030319Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-07T20:30:34.059680Z - 2025-01-07T20:31:34.059680Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-24T23:29:54.067218Z - 2025-01-24T23:30:54.067218Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-30T03:15:03.068046Z - 2025-01-30T03:16:03.068046Z,,,,,,,,,,
HE.KU6.00.00 | 2025-01-07T14:49:42.405204Z - 2025-01-07T14:50:42.405204Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-14T23:24:48.688397Z - 2025-01-14T23:25:48.688397Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-27T14:55:49.354402Z - 2025-02-27T14:56:49.354402Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-30T11:37:34.611507Z - 2025-01-30T11:38:34.611507Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-16T14:17:42.825902Z - 2025-01-16T14:18:42.825902Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-03T09:40:30.413747Z - 2025-02-03T09:41:30.413747Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-21T20:07:32.681638Z - 2025-02-21T20:08:32.681638Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-01-28T17:15:24.561306Z - 2025-01-28T17:16:24.561306Z,,,,,,,,,,
HE.HEF.00.00 | 2025-01-27T23:20:46.632816Z - 2025-01-27T23:21:46.632816Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-20T20:56:10.733809Z - 2025-02-20T20:57:10.733809Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-25T14:59:52.286069Z - 2025-02-25T15:00:52.286069Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-15T21:03:50.067097Z - 2025-01-15T21:04:50.067097Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-02-28T06:54:39.730836Z - 2025-02-28T06:55:39.730836Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-08T01:38:25.584792Z - 2025-02-08T01:39:25.584792Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-13T21:16:46.535390Z - 2025-02-13T21:17:46.535390Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-02-25T15:12:33.555814Z - 2025-02-25T15:13:33.555814Z,,,,,,,,,,
FN.OUL.00.00 | 2025-02-19T08:02:05.021191Z - 2025-02-19T08:03:05.021191Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-19T10:07:30.421640Z - 2025-01-19T10:08:30.421640Z,,,,,,,,,,
UP.AAL.00.00 | 2025-02-12T02:31:53.448336Z - 2025-02-12T02:32:53.448336Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-02-14T12:15:15.686468Z - 2025-02-14T12:16:15.686468Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-27T15:00:20.432512Z - 2025-02-27T15:01:20.432512Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-18T09:55:27.210074Z - 2025-02-18T09:56:27.210074Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-18T21:06:46.943338Z - 2025-01-18T21:07:46.943338Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-17T06:04:52.484754Z - 2025-01-17T06:05:52.484754Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-04T13:56:44.559192Z - 2025-02-04T13:57:44.559192Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-17T16:24:24.616106Z - 2025-01-17T16:25:24.616106Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-11T18:17:56.425102Z - 2025-01-11T18:18:56.425102Z,,,,,,,,,,
FN.MSF.00.00 | 2025-02-01T02:45:43.331986Z - 2025-02-01T02:46:43.331986Z,,,,,,,,,,
HE.TOF.00.00 | 2025-02-15T22:06:11.943492Z - 2025-02-15T22:07:11.943492Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-17T18:24:01.197980Z - 2025-01-17T18:25:01.197980Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-12T21:56:22.001806Z - 2025-01-12T21:57:22.001806Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-26T17:16:56.801087Z - 2025-01-26T17:17:56.801087Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-14T11:17:51.397715Z - 2025-01-14T11:18:51.397715Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-27T23:50:46.226062Z - 2025-01-27T23:51:46.226062Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-01T15:24:29.195950Z - 2025-02-01T15:25:29.195950Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-15T11:40:03.438058Z - 2025-01-15T11:41:03.438058Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-02T20:48:41.180081Z - 2025-02-02T20:49:41.180081Z,,,,,,,,,,
HE.FIC1.00.00 | 2025-02-13T12:20:02.825390Z - 2025-02-13T12:21:02.825390Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-06T23:10:43.731012Z - 2025-02-06T23:11:43.731012Z,,,,,,,,,,
FN.KMNF.00.00 | 2025-01-15T06:28:53.615123Z - 2025-01-15T06:29:53.615123Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-01-17T22:18:23.531069Z - 2025-01-17T22:19:23.531069Z,,,,,,,,,,
HE.OBF8.00.00 | 2025-02-21T14:38:55.480804Z - 2025-02-21T14:39:55.480804Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-18T15:18:38.214534Z - 2025-01-18T15:19:38.214534Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-05T21:52:34.122207Z - 2025-01-05T21:53:34.122207Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-27T00:43:13.288593Z - 2025-02-27T00:44:13.288593Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-07T22:33:53.313285Z - 2025-02-07T22:34:53.313285Z,,,,,,,,,,
HE.KU1.00.00 | 2025-01-08T20:01:46.786798Z - 2025-01-08T20:02:46.786798Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-07T02:05:08.676901Z - 2025-02-07T02:06:08.676901Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-02-15T08:44:10.631579Z - 2025-02-15T08:45:10.631579Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-12T20:23:47.865917Z - 2025-02-12T20:24:47.865917Z,,,,,,,,,,
HE.ALAJF.00.00 | 2025-02-17T14:57:36.219096Z - 2025-02-17T14:58:36.219096Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-01-17T03:20:58.790442Z - 2025-01-17T03:21:58.790442Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-30T19:40:23.411651Z - 2025-01-30T19:41:23.411651Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-28T08:49:20.164489Z - 2025-02-28T08:50:20.164489Z,,,,,,,,,,
HE.OBF0.00.00 | 2025-02-14T02:33:07.853147Z - 2025-02-14T02:34:07.853147Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-05T23:08:16.332151Z - 2025-02-05T23:09:16.332151Z,,,,,,,,,,
HE.RAF.00.00 | 2025-01-29T00:50:22.044681Z - 2025-01-29T00:51:22.044681Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-20T04:18:29.687627Z - 2025-01-20T04:19:29.687627Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-01T11:56:45.211240Z - 2025-02-01T11:57:45.211240Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-02T00:06:16.966694Z - 2025-02-02T00:07:16.966694Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-25T06:00:33.016918Z - 2025-02-25T06:01:33.016918Z,,,,,,,,,,
HE.RMF.00.00 | 2025-02-10T11:51:42.038203Z - 2025-02-10T11:52:42.038203Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-22T01:55:32.225332Z - 2025-02-22T01:56:32.225332Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-02-11T18:22:06.125590Z - 2025-02-11T18:23:06.125590Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-10T15:36:23.564413Z - 2025-01-10T15:37:23.564413Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-02T20:33:31.109098Z - 2025-01-02T20:34:31.109098Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-28T20:19:12.440810Z - 2025-01-28T20:20:12.440810Z,,,,,,,,,,
HE.FIB2.00.00 | 2025-01-27T10:57:59.922674Z - 2025-01-27T10:58:59.922674Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-16T05:28:46.897457Z - 2025-02-16T05:29:46.897457Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-02-10T16:57:26.189697Z - 2025-02-10T16:58:26.189697Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-27T23:26:59.510801Z - 2025-01-27T23:27:59.510801Z,,,,,,,,,,
FN.SGF.00.00 | 2025-01-22T04:45:42.029482Z - 2025-01-22T04:46:42.029482Z,,,,,,,,,,
HE.KU6.00.00 | 2025-02-15T16:51:28.923336Z - 2025-02-15T16:52:28.923336Z,,,,,,,,,,
HE.KU2.00.00 | 2025-02-05T02:20:02.018333Z - 2025-02-05T02:21:02.018333Z,,,,,,,,,,
HE.FIA1.00.00 | 2025-02-12T09:19:45.430660Z - 2025-02-12T09:20:45.430660Z,,,,,,,,,,
HE.KIF.00.00 | 2025-02-16T17:32:55.822053Z - 2025-02-16T17:33:55.822053Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-19T03:42:18.273406Z - 2025-01-19T03:43:18.273406Z,,,,,,,,,,
HE.SUF.00.00 | 2025-02-06T08:48:44.299638Z - 2025-02-06T08:49:44.299638Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-16T21:45:36.585733Z - 2025-02-16T21:46:36.585733Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-24T14:56:02.065837Z - 2025-01-24T14:57:02.065837Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-21T15:29:04.136649Z - 2025-01-21T15:30:04.136649Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-28T07:55:44.100132Z - 2025-01-28T07:56:44.100132Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-07T17:32:20.783352Z - 2025-02-07T17:33:20.783352Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-02-23T00:52:43.853290Z - 2025-02-23T00:53:43.853290Z,,,,,,,,,,
HE.TVF.00.00 | 2025-01-12T11:26:01.823344Z - 2025-01-12T11:27:01.823344Z,,,,,,,,,,
HE.KU2.00.00 | 2025-01-14T13:15:51.687423Z - 2025-01-14T13:16:51.687423Z,,,,,,,,,,
HE.NIF.00.00 | 2025-02-17T13:12:00.683782Z - 2025-02-17T13:13:00.683782Z,,,,,,,,,,
HE.VJF.00.00 | 2025-02-02T02:13:40.822603Z - 2025-02-02T02:14:40.822603Z,,,,,,,,,,
HE.FIA0.00.00 | 2025-01-10T14:55:39.175891Z - 2025-01-10T14:56:39.175891Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-04T01:29:58.692295Z - 2025-01-04T01:30:58.692295Z,,,,,,,,,,
HE.VJF.00.00 | 2025-01-13T01:56:55.271750Z - 2025-01-13T01:57:55.271750Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-02-22T01:26:57.728062Z - 2025-02-22T01:27:57.728062Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-06T09:37:42.742388Z - 2025-01-06T09:38:42.742388Z,,,,,,,,,,
HE.KIF.00.00 | 2025-01-26T05:11:42.926552Z - 2025-01-26T05:12:42.926552Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-02-09T19:03:38.701256Z - 2025-02-09T19:04:38.701256Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-24T21:28:40.235077Z - 2025-01-24T21:29:40.235077Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-17T20:05:52.893668Z - 2025-02-17T20:06:52.893668Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-10T15:16:59.935564Z - 2025-02-10T15:17:59.935564Z,,,,,,,,,,
HE.KPF.00.00 | 2025-02-27T18:53:55.565429Z - 2025-02-27T18:54:55.565429Z,,,,,,,,,,
HE.ECKF.00.00 | 2025-02-06T08:33:53.435997Z - 2025-02-06T08:34:53.435997Z,,,,,,,,,,
HE.KAF.00.00 | 2025-01-19T08:20:45.184897Z - 2025-01-19T08:21:45.184897Z,,,,,,,,,,
HE.FIC2.00.00 | 2025-02-20T05:58:33.300677Z - 2025-02-20T05:59:33.300677Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-26T00:22:00.619195Z - 2025-02-26T00:23:00.619195Z,,,,,,,,,,
HE.HEL2.00.00 | 2025-02-04T06:53:50.585221Z - 2025-02-04T06:54:50.585221Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-06T00:39:23.592260Z - 2025-01-06T00:40:23.592260Z,,,,,,,,,,
HE.RMF.00.00 | 2025-01-12T16:33:31.413629Z - 2025-01-12T16:34:31.413629Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-02-18T18:44:26.098943Z - 2025-02-18T18:45:26.098943Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-26T15:10:17.269287Z - 2025-02-26T15:11:17.269287Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-28T13:11:50.234893Z - 2025-01-28T13:12:50.234893Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-19T21:35:19.588999Z - 2025-01-19T21:36:19.588999Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-12T01:53:06.376674Z - 2025-01-12T01:54:06.376674Z,,,,,,,,,,
HE.KUNI.00.00 | 2025-01-25T13:58:43.303595Z - 2025-01-25T13:59:43.303595Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-03T18:28:31.369103Z - 2025-02-03T18:29:31.369103Z,,,,,,,,,,
HE.KORF.00.00 | 2025-01-26T14:05:11.156936Z - 2025-01-26T14:06:11.156936Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-01-17T22:13:06.388065Z - 2025-01-17T22:14:06.388065Z,,,,,,,,,,
HE.TOF.00.00 | 2025-01-20T19:49:30.296360Z - 2025-01-20T19:50:30.296360Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-01-25T15:35:57.497926Z - 2025-01-25T15:36:57.497926Z,,,,,,,,,,
FN.MSF.00.00 | 2025-01-17T19:35:27.296348Z - 2025-01-17T19:36:27.296348Z,,,,,,,,,,
FN.SGF.00.00 | 2025-02-20T06:52:26.266816Z - 2025-02-20T06:53:26.266816Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-15T00:19:01.254824Z - 2025-02-15T00:20:01.254824Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-23T10:29:51.762895Z - 2025-01-23T10:30:51.762895Z,,,,,,,,,,
HE.SUF.00.00 | 2025-01-26T02:32:19.639236Z - 2025-01-26T02:33:19.639236Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-02-26T19:09:17.246926Z - 2025-02-26T19:10:17.246926Z,,,,,,,,,,
HE.FIA2.00.00 | 2025-02-13T20:59:02.498834Z - 2025-02-13T21:00:02.498834Z,,,,,,,,,,
HE.NUR.00.00 | 2025-02-04T18:29:37.298225Z - 2025-02-04T18:30:37.298225Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-02-28T07:54:03.057827Z - 2025-02-28T07:55:03.057827Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-01-30T13:46:35.299102Z - 2025-01-30T13:47:35.299102Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-11T02:10:32.679391Z - 2025-01-11T02:11:32.679391Z,,,,,,,,,,
HE.NIF.00.00 | 2025-01-21T17:02:04.348675Z - 2025-01-21T17:03:04.348675Z,,,,,,,,,,
FN.OLKF.00.00 | 2025-02-26T22:50:41.883453Z - 2025-02-26T22:51:41.883453Z,,,,,,,,,,
HE.VAF.00.00 | 2025-01-23T07:33:31.755519Z - 2025-01-23T07:34:31.755519Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-19T02:35:08.944340Z - 2025-01-19T02:36:08.944340Z,,,,,,,,,,
HE.RSUO.00.00 | 2025-01-15T21:36:02.491337Z - 2025-01-15T21:37:02.491337Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-22T07:31:44.109613Z - 2025-01-22T07:32:44.109613Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-02-07T06:42:40.198801Z - 2025-02-07T06:43:40.198801Z,,,,,,,,,,
HE.TRE03.00.00 | 2025-01-14T12:02:25.868331Z - 2025-01-14T12:03:25.868331Z,,,,,,,,,,
HE.KEF.00.00 | 2025-01-16T17:51:48.205748Z - 2025-01-16T17:52:48.205748Z,,,,,,,,,,
HE.FIB4.00.00 | 2025-02-10T18:13:05.165609Z - 2025-02-10T18:14:05.165609Z,,,,,,,,,,
HE.RUF.00.00 | 2025-01-04T15:40:13.317210Z - 2025-01-04T15:41:13.317210Z,,,,,,,,,,
HE.PVF.00.00 | 2025-01-05T21:45:59.432872Z - 2025-01-05T21:46:59.432872Z,,,,,,,,,,
FN.RAJF.00.00 | 2025-01-21T06:24:14.684063Z - 2025-01-21T06:25:14.684063Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-16T04:27:44.474651Z - 2025-02-16T04:28:44.474651Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-01T01:59:22.624423Z - 2025-02-01T02:00:22.624423Z,,,,,,,,,,
HE.KEV.00.00 | 2025-02-23T05:24:46.175488Z - 2025-02-23T05:25:46.175488Z,,,,,,,,,,
HE.OUF.00.00 | 2025-01-16T21:43:07.098330Z - 2025-01-16T21:44:07.098330Z,,,,,,,,,,
HE.FIB6.00.00 | 2025-01-31T23:23:08.404167Z - 2025-01-31T23:24:08.404167Z,,,,,,,,,,
HE.FIB1.00.00 | 2025-02-12T02:07:02.021964Z - 2025-02-12T02:08:02.021964Z,,,,,,,,,,
HE.FIC4.00.00 | 2025-02-23T01:49:09.100016Z - 2025-02-23T01:50:09.100016Z,,,,,,,,,,
HE.HEL1.00.00 | 2025-02-24T22:30:39.990459Z - 2025-02-24T22:31:39.990459Z,,,,,,,,,,
HE.HEL5.00.00 | 2025-01-25T03:55:28.366217Z - 2025-01-25T03:56:28.366217Z,,,,,,,,,,
FN.KLF.00.00 | 2025-01-07T01:07:09.385427Z - 2025-01-07T01:08:09.385427Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-14T20:00:31.749349Z - 2025-01-14T20:01:31.749349Z,,,,,,,,,,
HE.KEV.00.00 | 2025-01-14T18:05:07.404967Z - 2025-01-14T18:06:07.404967Z,,,,,,,,,,
FN.RNF.00.00 | 2025-01-23T10:30:26.958430Z - 2025-01-23T10:31:26.958430Z,,,,,,,,,,
HE.KJNF.00.00 | 2025-01-15T16:06:24.950934Z - 2025-01-15T16:07:24.950934Z,,,,,,,,,,
HE.VUOS.00.00 | 2025-01-11T18:45:31.489676Z - 2025-01-11T18:46:31.489676Z,,,,,,,,,,
HE.FIA3.00.00 | 2025-01-22T17:09:44.110016Z - 2025-01-22T17:10:44.110016Z,,,,,,,,,,
FN.RANF.00.00 | 2025-02-09T04:00:09.293861Z - 2025-02-09T04:01:09.293861Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-15T10:08:51.898486Z - 2025-01-15T10:09:51.898486Z,,,,,,,,,,
HE.OBF3.00.00 | 2025-01-09T08:07:56.599150Z - 2025-01-09T08:08:56.599150Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-02-18T15:35:59.450555Z - 2025-02-18T15:36:59.450555Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-25T22:45:42.187371Z - 2025-01-25T22:46:42.187371Z,,,,,,,,,,
HE.JOF.00.00 | 2025-02-26T14:48:09.578398Z - 2025-02-26T14:49:09.578398Z,,,,,,,,,,
HE.KY17.00.00 | 2025-02-18T20:57:50.019782Z - 2025-02-18T20:58:50.019782Z,,,,,,,,,,
HE.RAF.00.00 | 2025-02-13T06:41:06.896830Z - 2025-02-13T06:42:06.896830Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-02-03T00:04:12.119554Z - 2025-02-03T00:05:12.119554Z,,,,,,,,,,
UP.AAL.00.00 | 2025-01-12T08:55:15.342570Z - 2025-01-12T08:56:15.342570Z,,,,,,,,,,
HE.FIC5.00.00 | 2025-01-22T17:13:14.865119Z - 2025-01-22T17:14:14.865119Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-07T18:04:33.342193Z - 2025-01-07T18:05:33.342193Z,,,,,,,,,,
HE.FIC6.00.00 | 2025-01-14T18:36:31.556672Z - 2025-01-14T18:37:31.556672Z,,,,,,,,,,
HE.FIB3.00.00 | 2025-02-20T23:28:49.975907Z - 2025-02-20T23:29:49.975907Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-26T06:31:37.966337Z - 2025-01-26T06:32:37.966337Z,,,,,,,,,,
HE.LOVF.00.00 | 2025-01-10T14:05:56.560044Z - 2025-01-10T14:06:56.560044Z,,,,,,,,,,
HE.FIC3.00.00 | 2025-02-21T09:20:30.312085Z - 2025-02-21T09:21:30.312085Z,,,,,,,,,,
HE.LAUT.00.00 | 2025-01-29T07:03:11.734596Z - 2025-01-29T07:04:11.734596Z,,,,,,,,,,
HE.FIB5.00.00 | 2025-01-24T15:36:32.087231Z - 2025-01-24T15:37:32.087231Z,,,,,,,,,,
HE.KY02.00.00 | 2025-01-27T20:24:35.970678Z - 2025-01-27T20:25:35.970678Z,,,,,,,,,,
HE.KY02.00.00 | 2025-02-28T13:44:55.894093Z - 2025-02-28T13:45:55.894093Z,,,,,,,,,,
